,,,,,,,,,,,
Propofol,mode,Manual,time(sec),bolus(mg),infusion(mg/hr),Conc blood(C1),Conc C2,Conc C3,Conc effect,Target,BIS
,,,5280,0,0,1268.203111,2596.80082,994.545669,2325.436275,0,57.9
,,,5285,0,0,1261.665304,2589.339272,994.637403,2313.354396,0,58.1
,,,5290,0,0,1255.385934,2581.883632,994.726932,2301.337132,0,58.4
,,,5295,0,0,1249.347176,2574.435265,994.814341,2289.386632,0,58.6
,,,5300,0,0,1243.532485,2566.99543,994.899711,2277.504725,0,58.8
,,,5305,0,0,1237.926496,2559.565292,994.983114,2265.693198,0,59
,,,5310,0,0,1232.514944,2552.145925,995.06462,2253.953422,0,59.2
,,,5315,0,0,1227.284583,2544.73832,995.144294,2242.286843,0,59.4
,,,5320,0,0,1222.223117,2537.343391,995.222195,2230.694561,0,59.6
,,,5325,0,0,1217.319125,2529.961982,995.298379,2219.177602,0,59.8
,,,5330,0,0,1212.562004,2522.594868,995.372899,2207.736801,0,60
,,,5335,0,0,1207.94191,2515.242765,995.445803,2196.372898,0,60.3
,,,5340,0,0,1203.4497,2507.90633,995.517136,2185.086636,0,60.5
,,,5345,0,0,1199.076884,2500.586167,995.586942,2173.878379,0,60.7
,,,5350,0,0,1194.81558,2493.282832,995.655259,2162.748726,0,60.9
,,,5355,0,0,1190.658466,2485.996834,995.722126,2151.697873,0,61.1
,,,5360,0,0,1186.598746,2478.728642,995.787576,2140.726136,0,61.3
,,,5365,0,0,1182.630106,2471.478682,995.851641,2129.833656,0,61.5
,,,5370,0,0,1178.746682,2464.247347,995.914354,2119.020537,0,61.7
,,,5375,0,0,1174.94303,2457.034993,995.97574,2108.286849,0,61.9
,,,5380,0,0,1171.214093,2449.841947,996.035829,2097.632549,0,62.1
,,,5385,0,0,1167.555174,2442.668507,996.094644,2087.057527,0,62.3
,,,5390,0,0,1163.96191,2435.514942,996.152208,2076.561659,0,62.5
,,,5395,0,0,1160.430249,2428.381496,996.208545,2066.144804,0,62.7
,,,5400,0,0,1156.956427,2421.268393,996.263674,2055.806686,0,62.9
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
